,title,description,app_id,category
227,"sRide - xPool, Carpool, Rideshare","sRide Shared Mobility is a platform to journey together with people in your trusted network
sRide’s xPool is a revolutionary service that helps you find trusted people, friends, neighbors and colleagues who are traveling along the same route. Send them a request, split the cab cost or carpool together. Save over 70% on your commute cost as you get back to work safely.
Available Globally
Benefits of sRide Shared Mobility App:
1. Post your ride and instantly find riders or car owners traveling from your neighbourhood to your destination
2. Share a cab using xPool or Carpool with a car-owner
3. Track your ride
4. Cashless payment for your shared rides to the fellow xPool riders or car-owner
5. Make new friends from your neighbourhood
6. Sharing rides reduces traffic on the road
7. Helps save the environment and reduce pollution
We are committed to make every trip safe with our Seven step safety incl. OTP verification, work email verification, mandatory review of every trip, emergency contact number, SOS SMS etc
Refer your friends / colleagues to sRide using in-app referral system and get free sRide points that can be used to pay for future xPool or carpool rides.",co.sride,['TRAVEL_AND_LOCAL']
228,AirAsia,"Your favorite destinations are now at your fingertips! The AirAsia Mobile App makes it easier for you to book not just flights but hotels, packages, activities, daily deals, duty-free products, and many more. Earn BIG Points with your bookings and pay with BIG Points to enjoy more savings. View our lowest fares, manage your booking and pre-book baggage, meals, seats, and travel insurance. You can also check-in while on the go!
After you’ve booked a flight, you will receive a mobile barcode when you check in via the app. Just scan the barcode at the airport kiosk to print your boarding pass. You can also opt to get an e-boarding pass which allows you to go straight to the gate if you have no bags to check in.
What else is on the AirAsia app?
This app will be your one stop shop for all travel and lifestyle deals.
Hotels
- The app gives you access to deals at more than 500,000 hotels and service apartments globally at up to 50% off. You can also explore affordable holiday packages (flight + hotel) with amazing daily deals. AirAsia members will also enjoy exclusive package offerings and special members-only sales.
Activities
- With access to unique experiences across 15,000 activities deals in over 80 destinations in Asia, Australia, and New Zealand such as F&B, spas, tours, attraction tickets, all at exclusive / discounted prices, the AirAsia app makes it easier for guests to plan their perfect itinerary and get more out of their budget.
Daily Deals
- Explore amazing daily deals in Malaysia where you get the best offers for just about anything to see, eat, and do - F&B, beauty, massage, services, fitness, and more.
This is applicable in Malaysia only.
OURSHOP
- Your go-to platform to shop the world! Shop a wide variety of products online before you fly. Travellers can opt to collect their purchases at the airport or on board for convenience. Guaranteed 100% authenticity.
BIG Member Privileges
Members-only discounts
- As a BIG member, you will receive members-only discounts when you log in to your account to book your flights. You get to enjoy 24-hour priority access to AirAsia BIG Sale (Free Seats) and participate in Final Call and Final Call X Sales where you can save up to 90% on AirAsia and AirAsia X flights every month.
Earn and pay with BIG Points
- BIG Points are as good as cash where it can be used as a borderless digital currency on the AirAsia app. BIG Members get to earn BIG Points with every transaction for flights, activities, and daily deals; and pay for their bookings with BIG Points, fully or partially, giving them even more savings on top of low fares and great deals. There are a variety of ways where you can earn even more BIG Points from our partners. Find out more on airasiabig.com
BigClick
- Save your cards with BigClick for a quicker and more seamless payment process when you book with AirAsia. Be rewarded with 100 BIG Points when you save your first card.
BigPay
- Pay with BigPay card and enjoy zero processing fee for AirAsia bookings, discounts on baggage and meals, best currency exchange rate for your travels. Plus, earn BIG Points on every transaction and more.
BigPay is available for Malaysian citizens or Malaysian permanent residents only.
AirAsia Cards
- Pay with AirAsia credit or debit cards and earn up to 7X BIG Points for AirAsia bookings.
AirAsia cards are available in Malaysia, Indonesia and the Philippines only.
Download the app and sign up as a BIG Member today!",com.airasia.mobile,['TRAVEL_AND_LOCAL']
229,"LimeRoad Online Shopping App for Women, Men & Kids","LimeRoad shopping app is your one-stop-shop for personalised online fashion and lifestyle. With over 6,00,000+ products and 10,000+ top brands on offer, we have something for everyone.
Install our free online shopping app to browse and shop, and get access to exclusive discounts, deals & offers,  a multitude of payment options, hassle-free returns, and lighting-fast delivery!
With real-time delivery updates and security to make sure you’re safe, LimeRoad continues to make your online shopping experience smooth and easy.
Shop on the go for anything, and search for whatever your heart desires - view item details, images, and product and price specifications. Browse and pick the best by viewing customer reviews and ratings. Enjoy rich catalogue images, comprehensive size charts, and in-depth product descriptions.
Any questions? Our unique Self-Help user interface makes it easier than ever to get answers to your questions! And if you need further assistance, our customer service representatives will be more than happy to help you out, any day of the week.
Only the most fashionable, chic, and hand-picked items for you - some of our top categories and brands on offer are:
Buy Kurtis online from well- known brands like Aurelia, Srishti, Ziyaa and Naari
Shop T-Shirts for men and women from Globus, Allen Solly, Vero Moda, Spykar, Van Heusen, Peter England, Jockey, etc.
Buy Sarees online from celebrated brands like Vipul, Aura, Jashn, Triveni, Rajnandini, and more
Dresses from Allen Solly, Kazo, Globus and many more
Jeans for men and women from Flying Machine, Spykar, Peter England, John Players, Globus, etc.
Shoes for women and men from Adidas, Metro, People, Puma, Hush Puppies, Bata, Louis Phillipe and more
Watches for men and women from Fastrack, Casio, Tommy Hilfiger, Diesel, Fossil, and many more brands. Home & decor items by Bombay Dyeing, Raymond Home, Divine Casa, Maya, Trident, etc.
Appliances from trusted brands like Prestige, Usha, Wonderchef, Padmini, Borosil, and more. Oh, and that’s not all - we have some really awesome app features to along with your shopping experience, so that it’s better than ever.
Personalised stylist recommendations
Don’t know what to go for? Let us help you out, keeping in mind your likes and what’s currently trending.
Stories & Scraps
Get major style inspiration and lookbooks delivered right to your feed, updated by the minute. Become a trendsetter and community influencer!
Daily updates and additions to our product catalog
We strive to always be the best, and thus, are constantly adding on to our existing collection of products. More is more!
Easy, seamless login
Login through your email ID or mobile number and create a LimeRoad account in seconds. Yes, it’s that easy.
Secure check-out
Your privacy is important to us, and so, we promise to never share your data with third party organisations. You can trust that your details are safe with us!
Wishlist
Planning a haul? Save your favourites in your wishlist for easy access later.
LR credits
Spend and earn! Obtain LR credits through purchases, referrals, and offers, and redeem them for anything that catches your eye.
Self-Help
Tired of constantly reaching out to customer service? Our unique Self-Help user interface makes getting quick, in-app self-help easier than ever. Simply go to the ‘Help’ section, click on the appropriate concern, and we will provide you with the next steps you should take.
Questions, concerns, feedback? Or maybe you just want to show us some love? Reach out to us!
*Email ID - android@limeroad.com",com.shopping.limeroad,['SHOPPING']
230,Godrej Seethru Pro,"Godrej Seethru Pro is a free app which is the perfect blend of convenience, monitoring, and security all into one sleek, simple to use the smart doorbell. Benefit from the peace of mind by chatting with visitors from your mobile, whether you're in the kitchen or halfway around the world through the free app.
No need to wonder what's going on outside of your home-see for yourself
With Godrej Seethru Pro you are always at home.",com.godrej.seethru,['HOUSE_AND_HOME']
231,homify - home design,"homify is an architecture and interior design platform that connects professionals and users. Looking to remodel your kitchen, get ideas for your garden or find the perfect architect to plan your dream house? The homify app will help you find all the tips and help needed to carry out your projects or simply get inspiration for your home.
Discover 1.5 million photos:
* Be part of the fastest growing online interior design and architecture platform
* Pin and save images you like to your ideabooks
* Get simple tips and tricks from professionals and upgrade your home
* Find professionals in your area and get in touch with them
Get inspired:
Filter your desired style of decoration (Country, Modern, Scandinavian, etc.), the room in your home that you want to decorate or remodel (Kitchen, Garden, Bathroom, etc.) and find images that perfectly suit your taste. You can also filter each selection by newest, popular today and all-time popular.
Save your ideas:
Pin the images you like best in an ""Ideabook"" to save them so that you can see them again at any time convenient for you. You can also show them to professionals to ensure that they understand your requests and ideas.
Choose your professional:
Click on the images that interest you most and you’ll be able to access the profile of the corresponding architect, interior designer or other professional, and directly get in touch.
With projects and professionals from more than 30 countries ready and waiting on homify, there’s an expert available in just about every corner of the world - you can simply find the right one for you by using the location filter.
Stay on top of the latest interior design and architecture trends:
The homify magazine is updated on a daily basis. Whether you’re interested in low-budget houses, want to know how to furnish a small kitchen or craft a beautiful little garden, homify has got you covered.
You can also simply save the images and articles that pique your interest in ideabooks, so that you can come back to them later.
Be a part of the world renowned homify experience:
Having established itself as a global platform in the architecture and design world, homify has been recognized and featured in numerous world renowned publications including Vogue and Cosmopolitan.
From inspiration to action - homify will guide you every step of the way to designing and building the home of your dreams.
Terms of use and privacy policy:
https://www.homify.com/android_license
https://www.homify.com/terms_for_users
https://www.homify.com/privacy",com.online.homify,['HOUSE_AND_HOME']
232,SHEIN-Fashion Shopping Online,"SHEIN is an affordable online shopping platform with a distinct tone focusing on women's fashion. No matter what the current fashion trend is, Shein.com is sure to follow it or even lead it. With all the categories like women's clothing, men's clothing, kids' clothing, shoes and accessories, and 20,000+ styles including dresses, blouses, swimwear and T-shirts, SHEIN is a one-stop destination for fashionistas. Shopping becomes even more enjoyable with the new SHEIN mobile app. Welcome to the incredible world of SHEIN--available in your pocket and at your fingertips.
We take pride in satisfying our customers and bringing them the best shopping experience.
Features:
Save you more
-Get an extra 10% off on your first order
-Free shipping for orders over $49 & free returns for all orders
-Get up to 80% off every day with Flash Deals
-Sale alerts and promotional emails
Securely ordering and paying
-Ordering process is risk-free
-Secure payment via PayPal or credit card
-7/24 customer service and Live chat service
SHEIN gals exclusive perks
-500+ daily new arrivals
-Styling tips, ratings and reviews to inspire you.
-Keep up with your friends' latest activities in Timeline
Contact us:
URL: us.shein.com
Facebook: www.facebook.com/sheinus/
Instagram: www.instagram.com/shein_us/
Email: dispute@shein.com",com.zzkko,['SHOPPING']
233,"Dunzo: Delivery App for Grocery, Food & more","Dunzo is a 24x7 delivery app that delivers anything to your doorstep in 45 minutes. Grocery shopping or food delivery, Dunzo is the only delivery app you'll ever need.
- Go online grocery shopping at local grocery stores near you
- Get food delivery from top restaurants in the city
- Get medicines delivery from local chemists near you
- Send packages anywhere within the city
- Book a bike ride to go anywhere within the city
Why Dunzo?
- We're the fastest; get home delivery in 45 minutes
- No order is too small; we'll deliver anything
- Order from anywhere in the city; we'll deliver
- Save big; get up to 50% OFF on food, grocery shopping & more
- Make payments online for a smooth experience & enjoy cashback from Paytm, Amazon Pay, Simpl, LazyPay & more
Order Grocery Online
Buy groceries online on this simple grocery delivery app - shop for groceries, fruits & vegetables, beauty & wellness, personal care, home & household essentials, diapers, baby care, pet care, organic products, meats & seafood on this grocery app. Enjoy grocery delivery to your home in 45 minutes by ordering on the most convenient grocery delivery app in town! Enjoy grocery delivery of even a single item with your grocery app. With this grocery delivery app, get deliveries from your local grocery stores, & top supermarkets.
Simplify buying groceries online through this grocery app. Enjoy grocery delivery of products from Patanjali, Aashirvaad, Saffola, Fortune, Nestle, Amul, Mother Dairy, Coke, Pepsi, Bisleri, Colgate, Dabur, Surf Excel, Maggi, Vim, Haldiram's, Kellogg’s, Nescafe, Pampers & other leading brands through this grocery delivery app. Use this grocery shopping app to buy items from shops near & around you. With this grocery app, shop for items from your supermarket, with instant grocery delivery.
Order Food Online
Order food online from restaurants near & around you. Get home delivery in 45 minutes. Unlike most food delivery apps, you can order from ANY restaurant. Enjoy online food delivery from neighbourhood local joints, cafes, fine-dining restaurants, & fast-food chains like Dominos, KFC, Burger King, Pizza Hut, FreshMenu, Mc Donald’s, Subway, Faasos, Taco Bell & more.
This is the online food delivery app for every mood. Hot coffee? Spicy biryani? Cheesy pizzas & juicy burgers? Or some healthy salads & juices? You’ll find your favourite food & beverages on Dunzo. With this food home delivery app, get any cuisine delivered to your doorstep including North Indian, Chinese, South Indian, & even foreign cuisines such as Thai, Vietnamese, & American. Whether it's breakfast, lunch, dinner, an evening snack, or late-night cravings, this online food delivery app will come to your rescue.
Order Medicines Online
Dunzo is an online chemist in your pocket; you’ll never have to run from one chemist to the next again. Order Allopathic medicines, Homeopathic pills, Ayurvedic herbs, & Over-The-Counter (OTC) health products online from trusted chemists like Apollo Pharmacy, Wellness Forever & Myra Medicines. Get home delivery in 45 minutes.
Avail better discounts & savings on medical bills compared to the local pharmacy. Save up to 50% on medicines & get the lowest prices on OTC health products from brands like Dabur, Himalaya, Piramal, Pediasure, Sri Sri Tattva, Organic India, HealthVit, Baidyanath, Patanjali, & others.
Send Packages Within Your City
Dunzo allows you to send packages anywhere across the city. Use us to pick up & drop off laundry, get forgotten keys, send lunch boxes from home to office, send or collect items for repair or deliver documents or parcels to clients.
Book a Bike Taxi
Zip through traffic & get to anywhere in the city with Dunzo Bike Taxi. The fastest & cheapest way to commute in the city. Don’t waste time waiting for a cab; hop on a Dunzo Bike Taxi now!
--
Available in Bangalore, Mumbai, Gurgaon, Delhi, Hyderabad, Pune, Chennai, & Jaipur.",com.dunzo.user,['SHOPPING']
234,"magicpin - get cashback, offers and online coupons","New users - Get 100 magicPoints on logging in!
magicpin is your one-stop app to earn crazy
free cashback on EVERYTHING!
Discover the hottest places & best deals on all things fashion, food, beauty, entertainment, travel, online shopping, technology & everything else under the sun.
Grab incredible money-saving vouchers & discount coupons for grocery stores, supermarkets, pharmacies, restaurants, fashion stores & brands, e-commerce platforms, petrol pumps, spas, salons, beauty parlours, electronics… & even on home-delivery options for a variety of things!
The best part? It works EVERYWHERE. You can earn free cashback (magicPoints) on anything, anywhere, & use the magicPoints to get further discounts on other things & places.
All you have to do is click a photo of your bill & upload it on the app, & you can get upto 100% cashback in the form of magicPoints.
You can
use these magicPoints in many ways:
- To get daily discounts on home delivery of groceries, daily essentials, & food
- To recharge or pay phone bills (Airtel, Vodafone, Jio, etc)
- To get gift vouchers for Amazon, Flipkart, Big Bazaar, & thousands of brands, & online & offline local stores in your city
- To get discounts & incredible offers on fashion, beauty, & lifestyle brands & restaurant chains such as Starbucks, McDonald’s, Pizza Hut, Dominos, Titan, Fastrack, P&G, etc.
How magicpin works:
- Discover grocery stores, restaurants, fashion stores, beauty brands, etc. on the app
- Click a photo of your bill & upload it on the app to get upto 100% cashback
- You can also use UPI on magicpin to pay the bill & get magicPoints directly credited to your wallet! Earn more points when you upload the bill
- Get groceries, essentials, & food home-delivered using magicOrder & earn incredible cashback
- Use magicPoints to buy vouchers, get things home-delivered, or pay your bills.
- Rinse, repeat!
That’s not all, magicpin helps you discover and build a community of people interested in the same things as you, all around you!
Use the magicpin feed to discover where the coolest people in your neighbourhood are shopping, eating, & hanging out. Find out what places & brands are trending among your friends & peers. Follow & interact with them by liking, commenting, & bookmarking their recommendations. With magicpin, you’ll never run out of fun things to do!
Get EVEN MORE out of magicpin, with some special provisions.
The Big Friday Sale
— Every Friday at 4pm, you can grab some mega savings on EVERYTHING on the app, including home-deliveries. Save upto 90% on a variety of things!
GroupBuy
— You can earn back upto 100% of the points you spend! Join forces with your friends to buy vouchers as a group, & EVERYONE can earn back ALL the magicPoints they spent!
Pay Using UPI
— When you visit a store, pay the bill using UPI on magicpin & get reward points credited directly to your wallet.
AR Quests & Hopper
– Play our popular game AR Quests by finding exciting hidden objects floating in the air in the augmented reality space in & around restaurants, fashion & grocery stores. You can find them using the magicpin app camera screen. Catch them to get upto 100% off on discount coupons & vouchers that can be redeemed at the store. You can also win rewards for playing the in-app game of Hopper.
Refer Friends
- This is the easiest way to earn rewards on magicpin! Refer your friends on magicpin & get 150 magicPoints on their first transaction & ₹100  coupon code on their second transaction.
magicpin’s cashback offers, deals & vouchers are available at over 900,000+ partners, across 40 cities, like Delhi, Gurgaon, Noida, Bengaluru, Pune, Mumbai, Kolkata, Chandigarh, Jaipur, Hyderabad, Chennai, Ahmedabad, & many more! Even more excitingly, you can earn cashbacks even at outlets that aren’t registered on magicpin, by simply raising a request!",com.magicpin.local,['LIFESTYLE']
235,Zomato - Restaurant Finder and Food Delivery App,"Now get more than just your favourite food at your doorstep. Introducing Zomato Groceries – a simple way for you to get your groceries delivered in minutes (available in 200+ cities across India).
Zomato helps users find high-quality food at restaurants through search and discovery services across 24 countries, and food delivery present in India, UAE, Lebanon and Turkey.
Download the Zomato app and plan your next meal by browsing through restaurant menus, photos, user ratings and reviews.
Key app features –
* Search for restaurants, cuisines, or even a dish. We’ve got you covered.
* Discover restaurants for dining or delivery and use search filters to find what suits you best. Also, refer to our theme-based curated lists called ‘Collections’ to discover places for the best burgers, perfect date spots, or the top trending restaurants in your city.
* Get access to menus, photos, contact details, directions, and all the other essential information you need to pick a restaurant.
* Rate and review restaurants you've been to or have ordered in from, and share photos of your foodie moments.
* Unlock Gold (applicable in selected markets only) to get flat discounts of up to 40% on your total bill, 1+1 on food or 2+2 on drinks.
* Book a Table (applicable in selected markets only) to avoid queues at partner restaurants.
* Use food@work (applicable for limited locations) to pay online for all your work meals with exciting new offers available almost every day.
* Get tickets to Zomaland (applicable for limited locations) – the grandest food and entertainment carnival. Stay updated on the artist line-up and events by keeping an eye on the Zomaland section on your app.
* Bookmark your favourites to maintain an easy reference list of places you love or places you want to visit.
* Navigate using our map view to explore restaurants around.
* Find and follow your friends to see where they're eating at and what they like best.
Zomato is available in India, UAE, Portugal, Australia, New Zealand, the USA, Lebanon, the Philippines, Indonesia, Turkey, the UK, Canada, Ireland, South Africa, the Czech Republic, Slovakia, Poland, Chile, Italy, Brazil, Sri Lanka, Qatar, Malaysia and Singapore.",com.application.zomato,['FOOD_AND_DRINK']
236,FirstCry India - Baby & Kids Shopping & Parenting,"The FirstCry app is your one-stop solution for baby, kids & maternity products shopping, and access-pass to expert validated advice & tips on pregnancy, parenting, baby care, child development & more. Download the FirstCry android app for free to get everything your baby needs delivered at lightning speed.
-With over 3 Lakh Products from 2 Thousand top National & International brands, we are
-Asia's Largest Online Store for Baby & Kids
-Shop from brands like Carter’s, Mattel, Ben10, Pigeon, Babyhug, Funskool, Hotwheels, - Nuby, Farlin, Medela, Pampers, Disney, Barbie, Fisher-Price, Mee Mee & so on
-More than 2 Million happy customers
-India’s largest parenting network
Baby & Kids Fashion: From glittery jackets, to stripy skirts, to a dazzling collection of Indian ethnic wear, we've got the perfect outfits.
Footwear: With our wide selection of footwear, from comfy slip-ons to high-fashion gear, be assured your little one will always strut in style for any occasion.
Diapering: Did you know that we have amazing offers on some of the best diaper brands? Dive into our collection, and pick the right diaper for your baby, along with other diapering supplies like wipes & creams.
Bath & Skin Care: There is nothing more delicate than a baby's skin. We understand this, and have some of the choicest products in our baby bath & skin care range.
Baby Gear & Nursery: Get your hands on the widest collection of strollers, car seats, bikes, ride-ons, cradles, kids room furniture & more.
Baby & Kids Toys: No matter your child's age, they need toys! Push & pull toys, building blocks, puzzles, balls, and other age appropriate toys are only a click away.
Shop the trending & premium quality brands from over 2 million baby & kids products using FirstCry App and avail “Same & Next Day Delivery Service*” on select pincodes. To check the wide varieties of products, visit our category pages for Baby & Kids Clothes, Toys, Bath & Skin Care, Baby Gear, Books, Nursery Furniture & more.
Save your favourite products with our Shortlist feature. Shopping made easy as you can reorder anything you have bought earlier with just one click. Read our verified product reviews & find out what other customers think before you buy. If for any reason you are not satisfied with the product, we are here to help**.
*View product details page for estimated delivery time.
**View our Return Policy Page for details.
FirstCry Parenting App:
Host of features & tools to simplify your parenting journey and address your queries on planning & pregnancy.
Q&A: As a parent or an expectant mother you’d have a lot of advice coming your way, only to confuse you. Avail pregnancy tips, planning, parenting, baby care & pregnancy advice from experts & fellow parents on India’s largest parenting community.
Immunization Schedule & Growth Chart: Ensure your child’s well-being & optimal growth. Get a personalized vaccination schedule & chart for your child and never miss a vaccine with our reminders. Get age & gender wise growth chart to track your child’s overall growth.
Informational Articles & Videos: Empower yourself with our well researched articles & curated videos across Getting Pregnant, Pregnancy, Baby, Toddler, Preschool & Big Kid. This includes but is not limited to pregnancy week by week, baby developmental milestones, diet & nutrition, health, safety, learning, and activities.
Baby Names: Choose the best name from a list of over 80K baby names.
Memories: Your moments with your child are special. Share these with family & friends through our app. Participate in the photo contests happening from time to time.
PERMISSIONS:
Besides basic permissions, the app needs access to:
Location
Photos/Media/Files
Device-id
In case of any queries, please visit
http://www.firstcry.com/contactus
Email us @ customercare@firstcry.com
By signing in to our app, you agree to FirstCry's T&C and Privacy Policy
http://www.firstcry.com/termsofuse
http://www.firstcry.com/privacypolicy",fc.admin.fcexpressadmin,['SHOPPING']
237,Livpure Smart,"Embrace the pure life with 100% Pure and Healthy Water. Experience life time happiness with best in class water purifiers with 3-in-1 Advantage providing you 100% clean and pure drinking water, with our assured quality and prompt services you can goodbye to all the hassles with buying a water purifier and say hello to Livpure Smart.",com.livpure.safedrink,['FOOD_AND_DRINK']
238,Colour with Asian Paints - Wall Paint & Design App,"Reimagining your home is fun and easy with the ‘Colour with Asian Paints’ colour visualizer & wall painting app. Try out our entire range of wall colours, wall textures & wallpaper designs at the click of a button. Simply take a photo of the plain wall you want to paint, after which our extensive range of wall colour combinations are open for your picking. You can also choose a layout from the gallery to sample our wall colours and textures onto it. Now with just few clicks, you can re-envision your home or your room colour with different house painting ideas using this app.
Here’s what you can do with the Colour with Asian Paints app:
• Colour Catalogue
Choose from a variety of wall paint colours & design textures that help you reimagine your home into one you’ve only dreamt of. Select wall colours & wall stencils of your choice and try out different room colour combination ideas to create strikingly stylish home interior decor.
Textured wall paint designs are also a great option to decorate your wall. By visualizing different wall paint designs, you’re inspired with new home painting design ideas that will help you create new home décor looks that match your persona completely.
You can also check how the textured wallpaper finish will look and then decide on the best wall paint colour to go for.
• Find a Wall that Stands Out
An accent wall is one painted in a different colour from the other walls of the room. It is an easy and effective way to not only liven up the space, but also (depending on the wall colour you choose) to trick the eye into seeing the room at a different size than what it really is. The Colour with Asian Paints app takes into consideration the room’s exposure, along with basic colour theory, so that you can exactly choose the right wall paint colours for highlighting the accent wall, and the best wall colour to paint it in. You can select different wall colour combinations or texture paint designs for the accent wall of every room in the house by selecting exclusive interior wall paint colours for living room, bedroom, hall, kid’s room etc. and in turn upgrade your interior décor design style.
• Imagine Colour for Every Wall
Selecting the right wall paint colour combination scheme for all the rooms in your house, and creating a complete harmony of room colors in the house has always been a complicated and tasking affair. The Colour with Asian Paints app now, helps you cut to the chase in a fun and simple manner, without even leaving the comforts of your home. The wall painting app lets you imagine different interior wall paint colour combinations for the living room, bedrooms, hall, kid’s room etc. and help you create your dream house.
• DIY Home Interior decor ideas
Add a touch of individuality to your room by taking on easy DIY home interior décor projects to personalize your space even further. With the Colour with Asian Paints app, you can handpick interesting wall paint designs and different wall colour combinations to create your own home décor matrix that is completely reflective of you. The app makes it even simpler to visualize and even more convenient to explore different looks for your home interiors.
• Saving the best for the last:
Click a picture of your home, office, studio or any other interior room space, one you want to visualize different house paint colors onto. Explore & change the paint colours on walls, try various colour combinations & texture wall paint designs and different interior décor design styles. You can also save the different looks created and share the images with your family & friends!
Now choosing home colours for your walls is a fun, collaborative and an easy process, thanks to the Colour with Asian Paints app.
Happy Designing!",com.asianpaints.dbu.digital.colourwithasianpaints,['HOUSE_AND_HOME']
239,Home Assistant,"The official app for Home Assistant. Home Assistant for Android lets you control all your devices in your Home Assistant instance.
Home Assistant is an open-source home automation platform that focuses on privacy and local control.
Home Assistant for Android requires that you have access to a Home Assistant instance.
For documentation around the application please see https://companion.home-assistant.io/",io.homeassistant.companion.android,['HOUSE_AND_HOME']
240,Zara,"Latest trends in clothing for women & men at ZARA online. Find new arrivals, fashion catalogs, collections & lookbooks every week.",com.inditex.zara,['LIFESTYLE']
241,SLOWLY - Connect to the World!,"🏆 WINNER - Google Play Best of 2018: Best Hidden Gem
---
✍️ Write letters. Make friends. Exchange Languages.
SLOWLY lets you meet pen friends from your smartphone! Match with someone that shares your passion, write a letter and collect stamps from around the world. Speak your mind – one letter at a time!
SLOWLY is not your typical networking or dating app -  we’re bringing the traditional pen friend experience to your smartphone.
The app is created for those who yearn for meaningful conversations with people in the era of instant messaging.
We hope to connect people around the world at a slower but better pace – one letter at a time.
Meet a new pen friend, seal your letter & place a stamp - start connecting with the world on SLOWLY!
Features
- Mailing time depends on where you & your pen friend live.
- A nickname & an avatar is all you need. Speak your mind & connect freely to the world.
- Matches based on common interests & languages.
- Collect & unlock hidden stamps!
---
Follow @slowlyapp on social media!",com.slowlyapp,['LIFESTYLE']
242,Purplle: Beauty Shopping App. Buy Cosmetics Online,"Purplle is the 🥇rated online beauty shopping app in India - With close to a million downloads, it is 👌 for all makeup shopping needs! With this online beauty shopping app, go makeup shopping from 💄 to give you plump 👄 to 💅 paints to give you amazing coloured tips with the most 🔥collection of products. Be the 👸 you always wanted to be by striving to achieve soft and smooth skin, strong and healthy hair and flawless makeup. Everyone wants people to be like 🤩 when they look at your 📸 perfect flawlessness. Purplle’s Beauty Assistant is your own personal beauty 🧞‍♂️ where you can check out new trends and products.
Purplle offers over 40,000 products ranging over 600+ Indian and International brands across multiple categories of beauty .
Skin Care:  All you need for every step of your skin care routine. Get your hands on the right products to make the most of your skin care. Be it night or day, find relevant products for each step!
Makeup: Get your fix of all kinds of makeup products that you desire! Be it a celebrity makeup look or setting a new trend yourself, find the right one from Purplle’s makeup collection. Spoil yourself for choices while choosing from 2000+ lipstick shades and 1000+ nail polish & eye makeup
Hair: Treat your hair like the crown it is! Pamper it with the best suited products for your hair type and let it shine always! For the boring days – hair should not be boring. Style your hair as you wish with all the styling tools you need.
Fragrance: Fragrance is the most intense form of memory. Keep yours sharp with the best fragrances from your favourite brands!
Men: There is something for men too! Care for your tough skin and styling for your beard & hair.
Discover Beauty: If it’s trending, it’s on Purplle! Get the best of the beauty world with Purplle’s Magazine section. Browse through hundreds of makeup looks and makeup tutorials by beauty bloggers, Find awesome hair care tips & beauty routines to help you through your beauty game. Flip through our curated buying guides to discover beauty products like never before.
App Features:
•Voice Search: Get on the smart bandwagon! No typing with voice search enabled on your favourite beauty shopping app! Just say what you would like to see and get results instantly!
• Discover & shop on the go: This beauty app has it all! Browse the top trends in makeup, skin care, fragrance and beauty products. Now get personalized product recommendation with Purplle’s Beauty Assistant. Discover beauty tips, makeup tutorials and more with blogger videos from the beauty community in India.
• Shop by look: Thousands of makeup looks for your makeup inspiration. Be it for a special occasion or a daily one, we have got you covered. What’s more, discover what kind of products you need to make your look flawless!
• Reviews & Ratings: Browse beauty product reviews before you purchase them.
• Safe & Easy Payment: Payment for your beauty purchase is now easy with data safety & secure payment methods. Payment options include Cash on Delivery, Credit/Debit Card and Net Banking. Now you can also save your cards for hassle-free shopping. Pay through wallet with many top wallet options – PayTM wallet, Mobikwik Wallet, Ola Money, PayU wallet, Freecharge, etc.
• Personalized Alerts: Receive updates on new arrivals, promotional offers, daily deals, exclusive launches, coupon codes
• Exclusive App Beauty Deals: Shop from the app to get additional discounts & offers
• Salon Rate cards: Find rate cards, images & get the latest beauty deals of your nearby salon, spa or beauty parlor.",com.manash.purplle,['SHOPPING']
243,"Tripadvisor Hotel, Flight & Restaurant Bookings","Plan your vacation and book an amazing trip, with millions of travel recommendations and reviews from travelers like you on hotels, must-do experiences, top places to eat and other nearby vacation hidden gems. Tripadvisor is the perfect travel planner, helping you book a table at restaurants and compare low prices when booking hotels and flights for your next trip.
The Tripadvisor app is the ultimate travel planner, and is free and easy to use:
• Access over 830 million reviews of hotels, flights, things to do, vacation rentals, and restaurants from travelers like you
• Use our planning tool, Trips, to save and organize your travel ideas for hotels, restaurants, tours and attractions and see them together on a map
• Find great deals on hotels by comparing the lowest prices from more than 200 booking sites worldwide
• Search and book the world’s largest collection of tours, attractions and experiences
• Modify or cancel most tour, attraction and experience bookings for free
• Access mobile tickets for booked tours and activities
• Use Google Pay or PayPal to make tour or activity bookings
• Find great food wherever you are and reserve tables at local restaurants
• Compare airfares and find great deals on flights
• Browse and book Travelers’ Choice award-winning hotels, experiences, restaurants and more
• Get answers on specific questions from other like-minded travelers in the Tripadvisor forums
• Add your own reviews and photos of places you’ve visited
• Quickly discover nearby hidden gem travel recommendations, find and book must-see things to do while on your trip as well as reserve tables at great restaurants
• View traveler and local recommended places on a map while on your trip
While on a trip, use the app to view nearby hidden gems, hotels, restaurants and top vacation tours and attractions on a map -- then save ideas for later, or book your favorites on the spot and visit a city later. The Tripadvisor travel planner app uses your location to send you great travel recommendations and we  share this information with trusted third party partners to provide you with a better experience. Note that your location is collected even if the app is in the background.",com.tripadvisor.tripadvisor,['TRAVEL_AND_LOCAL']
